quote,author,category
"Nowhere can I think so happily as in a train. I am not inspired; nothing so uncomfortable as that. I am never seized with a sudden idea for a masterpiece, nor form a sudden plan for some new enterprise. My thoughts are just pleasantly reflective. I think of all the good deeds I have done, and (when these give out) of all the good deeds I am going to do. I look out of the window and say lazily to myself, “How jolly to live there”; and a little farther on, “How jolly not to live there.” I see a cow, and I wonder what it is like to be a cow, and I wonder whether the cow wonders what it is to be like me; and perhaps, by this time, we have passed on to a sheep, and I wonder if it is more fun being a sheep. My mind wanders on in a way which would annoy Pelman a good deal, but it wanders on quite happily, and the “clankety-clank” of the train adds a very soothing accompaniment. So soothing, indeed, that at any moment I can close my eyes and pass into a pleasant state of sleep.",A.A. Milne,travel
Maps are essential. Planning a journey without a map is like building a house without drawings.,"Mark Jenkins, The Hard Way: Stories of Danger, Survival, and the Soul of Adventure","journeys, maps, travel"
At the root of Japanese manufacturing lies a feminine delicacy and shyness as well as a childlike curiosity and fantasy-filled worldview.,"Morinosuke Kawaguchi, Geeky-Girly Innovation: A Japanese Subculturalist's Guide to Technology and Design","anime, design, japan, manga, technology, travel"
"Every journey is personal. Every journey is spiritual. You can't compare them, can't replace, can't repeat. You can bring back the memories but they only bring tears to your eyes.",Riana Ambarsari,"journey, travel"
"Whenever I travel to the South, the first thing I do is visit the best barbecue place between the airport and my hotel. An hour or two later I visit the best barbecue place between my hotel and dinner.","Jeffrey Steingarten, The Man Who Ate Everything","barbecue, bbq, travel"
There are people in this world so rich that when it rains they simply fly away on private jets in search of sun.,"Peggy Kopman-Owens, Too Rich For Rain","action, adventure, mystery, suspense, travel"
"For my part, i travel not to go anywhere but to go. I travel for travel's sake. The great affair is to move",Robert Davis Stevenson,"journey, travel"
"There is, of course, always the personal satisfaction of writing down one's own experiences so they may be saved, caught and pinned under glass, hoarded against the winter of forgetfulness. Time has been cheated a little, at least, in one's own life, and a personal, trivial immortality of an old self assured.","Anne Morrow Lindbergh, North to the Orient","journaling, memoir, travel, writing"
"For anyone who wanted to throw away his watch, along with his past, this was the place.","Peggy Kopman-Owens, Underground - L' Autre Metro","action, adventure, mystery, suspense, travel"
"After every shirt she looks at me and smiles, letting go of air she no longer needs. She laughs after the sweater, knowing I’m gonna tell her it’s too hot for it, knowing she’ll say it’s for the plane and ask “what if the room gets cold?","Darnell Lamont Walker, Book of She","amsterdam, clothes, travel"
A (wo)men travels the world over in search of wht (s)he needs and returns home to find it,"Barbara Magro, Recipes to Remember: My Epicurean Journey to Preserve My Mother's Italian Cooking from Memory Loss","home, travel, world"
Contentment can only be found in not envying others or comparing yourself to them but in being satisfied with what you have.,"Larry Herzberg, Chinese Proverbs and Popular Sayings: With Observations on Culture and Language","china, culture, language, proverbs, sayings, travel"
Poverty and loneliness could be seen as a liberation from strivings to become rich and popular.,"Donald Richie, A Tractate on Japanese Aesthetics","aesthetics, art, japan, travel"
"How could I ever forget my best friend, the man, who had changed my destiny simply by allowing me to write about him?","Peggy Kopman-Owens, Never Change","action, adventure, mystery, suspense, travel"
Tokyo is a very safe city. At night it becomes quiet the way New York never does.,"Rick Kennedy, Little Adventures in Tokyo: 39 Thrills for the Urban Explorer","japan, tokyo, travel"
"In Japan, so many emoticons have been created that it’s reasonable to assume Japanese appreciate their convenience more than anyone else.","Morinosuke Kawaguchi, Geeky-Girly Innovation: A Japanese Subculturalist's Guide to Technology and Design","anime, design, japan, manga, technology, travel"
One very good way to invite stares of disapproval in Japan is to walk and eat at the same time.,"Andrew Horvat, Japanese Beyond Words: How to Walk and Talk Like a Native Speaker","culture, japan, travel"
"In Paris, everything was fixable for the right price.","Peggy Kopman-Owens, The Clue - L' Indice","action-adventure, mystery-suspense, travel"
"One wants never to give up this crystalline perspective. One wants to keep counterpositioning home with what one knows of alternative realities, as they exist in Tunis or Hyderabad. One wants never to forget that nothing here is normal, that the streets are different in Wisebaden, and Louyang, that this is just one of many possible worlds.","Alain de Botton, A Week at the Airport: A Heathrow Diary","home, movement, travel, worlds"
Beware. Those with the least amount of authority exercise it the most often.,"Peggy Kopman-Owens, GAMAN The Japanese Art of Patience","action, adventure, mystery, suspense, travel"
"Girly’ products can spur Japan’s growth in this century every bit as much as, if not more than, the ‘manly’ technologies.","Morinosuke Kawaguchi, Geeky-Girly Innovation: A Japanese Subculturalist's Guide to Technology and Design","anime, culture, design, japan, manga, technology, travel"
"For Delta blueman Robert Johnson and his contemporaries, the train was the eternal metaphor for the travelling life, and it still holds true today. There is no travel like it. Train lines carve through all facets of a nation. While buses stick to major highways and planes reduce the unfolding of lives to a bird's eye view, trains putter through the domains of the rich and the poor, the desperate and the idle, rural and urban, isolated and cluttered. Through train windows you see realities rarely visible in the landscaped tourist areas. Those frames hold the untended jungle of a nation's truth. Despite my shredded emotions, there was still no feeling like dragging all your worldly possessions onto a carriage, alone and anonymous, to set off into the unknown; where any and all varieties of adventures await, where you might meet a new best friend, where the love of your life could be hiding in a dingy cafe. The clatter of the tracks is the sound of liberation.","Patrick O'Neil, Sideways Travels with Kafka, Hunter S. and Kerouac",travel
...Don't insult readers by questioning the extent of their imaginations. Most need only to be nudged to solve a good mystery.,Peggy Kopman-Owens,"action, adventure, mystery, suspense, thriller, travel"
The sacrifices of time and money that Chinese friends will make for one another often go far beyond what is expected or accepted in Western society.,"Larry Herzberg, Chinese Proverbs and Popular Sayings: With Observations on Culture and Language","china, chinese, culture, language, proverbs, sayings, travel"
There was nothing to talk about anymore. The only thing to do was go.,"Jack Kerouac, On the Road",travel
The pleasure we derive from journeys is perhaps dependent more on the mindset with which we travel than on the destination we travel to.,"Alain de Botton, The Art of Travel",travel
To shut your eyes is to travel.,Emily Dickinson,travel
"Every place is a goldmine. You have only to give yourself time, sit in a teahouse watching the passers-by, stand in a corner of the market, go for a haircut. You pick up a thread – a word, a meeting, a friend of a friend of someone you have just met – and soon the most insipid, most insignificant place becomes a mirror of the world, a window on life, a theatre of humanity.","Tiziano Terzani, A Fortune-Teller Told Me: Earthbound Travels in the Far East","travel, traveling, watchfulness"
"A danger of travel is that we see things at the wrong time, before we have had a chance to build up the necessary receptivity and when new information is therefore as useless and fugitive as necklace beads without a connecting chain.","Alain de Botton, The Art of Travel",travel
"Twelve thousand miles of it, to the other side of the world. And whether they came home again or not, they would belong neither here, nor there, for they would have lived on two continents and sampled two different ways of life.","Colleen McCullough, The Thorn Birds","living-abroad, travel"
"You have not traveled enough,"" she said. ""Or you'd know that every journeymakes its own map across your heart.","Sharon Shinn, Mystic and Rider","journey, travel"
Travel doesn't become adventure until you leave yourself behind.,Marty Rubin,"adventure, transcendence, travel"
"There are countries of the world, and regions of one's own mind, where it is unwise to travel.","Chris Cleave, Little Bee","little-bee, travel, traveling, unwise"
"One of the great things about travel is you find out how many good, kind people there are.",Edith Wharton,travel
People travel because it teaches them things they could learn no other way.,Lance Morrow,travel
"I would love you all the day, every night we would kiss and play, if with me you'd fondly stray, over the hills and far away.",John Gray,travel
"As for me...I'm fine. I have bad dreams, but I never saw Mister Duck again. I play video games. I smoke a little dope. I got my thousand-yard stare. I carry a lot of scares.I like the way that sounds.I carry a lot of scares.","Alex Garland, The Beach","experience, life, travel"
We are homeless enough in this world under the best of circumstances without going to any special effort to test our capacity to be more so.,"Harold Edmund Stearns, The confessions of a Harvard man : the street I know revisited : a journey through literary Bohemia, Paris & New York in the 20s & 30s","abroad, home, homeless, homelessness, lost-generation, travel"
"Let me sing the beauty of my Maggie. Legs:--the knees attached to the thighs, knees shiny, thighs like milk. Arms:--the levers of my content, the serpents of my joy. Back:--the sight of that in a strange street of dreams in the middle of Heaven would make me fall sitting from glad recognition. Ribs?--she had some melted and round like a well formed apple, from her thigh bones to waist I saw the earth roll. In her neck I hid myself like a lost snow goose of Australia, seeking the perfume of her breast. . . . She didn't let me, she was a good girl. The poor big alley cat, though almost a year younger, had black ideas about her legs that he hid from himself, also in his prayers didn't mention . . . the dog. Across the big world darkness I've come, in boat, in bus, in airplane, in train standing my shadow immense traversing the fields and the redness of engine boilers behind me making me omnipotent upon the earth of the night, like God--but I have never made love with a little finger that has won me since. I gnawed her face with my eyes; she loved that; and that was bastardly I didn't know she loved me--I didn't understand.","Jack Kerouac, Maggie Cassidy","love, sex, travel"
Whoever created the world went to a lot of trouble. It would be downright rude not to go out and see as much of it as possible.,Edward Readicker-Henderson,travel
"I suppose there has been nothing like the airports since the age of the stage-stops - nothing quite as lonely, as sombre-silent. The red-brick depots were built right into the towns they marked - people didn't get off at those isolated stations unless they lived there. But airports lead you way back in history like oases, like the stops on the great trade routes. The sight of air travellers strolling in ones and twos into midnight airports will draw a small crowd any night up or two. The young people look at the planes, the older ones look at the passengers with a watchful incredulity.",F. Scott Fitzgerald,"airports, lonely, the-last-tycoon, travel, travelling"
"Don’t take everything for granted, and do not always count on finding everything you need.","Larry Herzberg, China Survival Guide: How to Avoid Travel Troubles and Mortifying Mishaps","asia, china, humor, travel"
"What he was after hangs between the visible and the invisible, between the here and now and the seemingly elsewhere.",André Aciman,"art, monet, my-monet-moment, travel"
A traveler's most interesting meals tend to happen by surprise.,David Dale,travel
"...I'm momentarily transfixed, torn between curiosity and fear. I can pull it up the gently sloping mud bank, but then what? Already thought is lagging behind events, as the blotchy brown mass slides up wet mud toward me, its amorphous margins flowing into the craters left by retreating feet. In the center of the yard-wide disc is a raised turret where two eyes open and close, flashing black. And it's bellowing. A loud rhythmic sound that is at first inexplicable until I realize that those blinking eyes are its spiracles, now sucking in air instead of water, which it is pumping out via gill slits on its underside. And all the while it brandishes that blade, stabbing the air like a scorpion...","Jeremy Wade, River Monsters: True Stories of the Ones that Didn't Get Away","fishing, travel"
"There is a saying, if any stranger enquire of the first met of Maan, were it even a child, “Who is here the sheykh?” he would answer him “I am he.","Charles M. Doughty, Travels in Arabia Deserta, Volume 1","anarchism, arabia, exploration, nomads, travel"
"The Professor noted two nymphs with strawberries on their heads, a DayGlo Amish lady, a mustachioed man in a rainbow apron. He wrote Saturday Night Fever, then crossed it out and wrote Drag Ball + Bollywood and underlined it twice.","La Carmina, Crazy, Wacky Theme Restaurants: Tokyo","cute, hello-kitty, japan, pop-culture, tokyo, travel"
"But it wasn't till he'd been there nearly two weeks that one morning Paris and its people suddenly became more than a background for his vacation. He was sitting in a café, out on the walk, having a tiny cup of Paris-tasting, Paris-smelling coffee, watching traffic stream by, pleased as always with the countless people on bikes expertly threading their way between and around the cars and buses and trucks. Then a traffic light changed, the stream stopped and waited, and a man on a bike, one foot on the pavement, lifted his arm and wiped his forehead with the back of his hand. And he turned real. In that instant he was no longer a quaint part of a charming background; he turned into a real man, tired from pumping that bike, and for the first time it occurred to my friend that there was a reason so many people picturesquely rode bikes through the heavy traffic, and the reason was to save bus fare and because they couldn't afford cars. After that, for the few days that were left to him there, my friend continued to enjoy Paris. But now it was no longer an immense travel poster but a real city, because now so were its people.",Jack Finney,"fantasy, people, reality, travel"
"Today..passes as yesterday, today is passing by... Tomorrow shall become today and that too shall pass!",Escapades,"inspirational-attitude, time, today, travel"
"When given the chance to see China off the beaten track, definitely take it.","Larry Herzberg, China Survival Guide: How to Avoid Travel Troubles and Mortifying Mishaps","asia, china, humor, travel"
"To live is to travel, on a voyage more epic than the odysseys of myth - not from place to place, but through the poignant strangeness of time.",T.L. Rese,"life, time, travel"
"A dominant impulse on encountering beauty is to wish to hold on to it, to possess it and give it weight in one’s life. There is an urge to say, ‘I was here, I saw this and it mattered to me.","Alain de Botton, The Art of Travel","beauty, travel"
"When you're traveling, you are what you are, right there and then. People don't have your past to hold against you. No yesterdays on the road.",William Least Heat-Moon,travel
"After weeks on the road, listening to a language you don’t understand, using a currency whose value you don’t comprehend, walking down streets you’ve never walked down before, you discover that your old “I,” along with everything you ever learned, is absolutely no use at all in the face of those new challenges, and you begin to realize that buried deep in your unconscious mind there is someone much more interesting and adventurous and more open to the world and to new experiences.",Paulo Coelho,"paulo-coelho, spirituality, travel"
"Journeys are the midwives of thought. Few places are more conducive to internal conversations than moving planes, ships or trains.","Alain de Botton, The Art of Travel",travel
"When we get these thruways across the whole country, as we will and must, it will be possible to drive from New York to California without seeing a single thing.","John Steinbeck, Travels with Charley: In Search of America","travel, travel-writing"
"To have come on all this new world of writing, with time to read in a city like Paris where there was a way of living well and working, no matter how poor you were, was like having a great treasure given to you. You could take your treasure with you when you traveled too, and in the mountains where we lived in Switzerland and Italy, until we found Schruns in the high valley in the Vorarlberg in Austria, there were always the books, so that you lived in the new world you had found, the snow and the forests and the glaciers and their winter problems and your high shelter in the Hotel Taube in the village in the day time, and at night you could live in the other wonderful world the Russian writers were giving you.","Ernest Hemingway, A Moveable Feast","books, reading, travel"
"Don’t tell me how educated you are, tell me how much you traveled.",Anonymous,"education, travel"
"The perfect journey is never finished, the goal is always just across the next river, round the shoulder of the next mountain. There is always one more track to follow, one more mirage to explore.",Rosita Forbes,"exploration, travel"
"[As a very young man, I thought] of Europe as a place that could not exist except in the imagination, in glorious dreams, and through the careful lies of the silver screen.",Roman Payne,"biography, dreams, europe, lies, movies, roman-payne, silver-screen, travel"
You have to taste a culture to understand it.,Deborah Cater,"food, travel, travel-writing"
There are no tips for life neither for travelling,Guido Colombo,"life, travel, travel-writing"
"I never felt so fervently thankful, so soothed, so tranquil, so filled with a blessed peace, as I did yesterday when I learned that Michael Angelo was dead.","Mark Twain, The Innocents Abroad","humor, travel"
"What an absurdity to go and bury oneself in South America, where they are always having revolutions.","Agatha Christie, The Clocks","humour, revolutions, south-america, travel"
"I wore only black socks, because I had heard that white ones were the classic sign of the American tourist. Black ones though,- those'll fool 'em. I supposed I hoped the European locals' conversation would go something like this:PIERRE: Ha! Look at that tourist with his camera and guidebook!JACQUES: Wait, but observe his socks! They are...black!PIERRE: Zut alors! You are correct! He is one of us! What a fool I am! Let us go speak to him in English and invite him to lunch!","Doug Mack, Europe on 5 Wrong Turns a Day: One Man, Eight Countries, One Vintage Travel Guide","dialog, europe, france, tourism, travel"
The most amazing travellers were to humble to write about it,Guido Colombo,"travel, travel-writer, travel-writing, traveling"
"Oh, I can picture myself rattling along Route 66 on that thing, headphones on, singing along to ZZ Top's 'Sharp Dressed Man' or the opening line from 'Born to be Wild' by Steppenwolf - 'Get your motor running...' The trike brings out that in all of us, which is no bad thing. Forget Viagra, get yourself a trike!",Billy Connolly,"humor, route-66, travel"
"Too often when we say we feel joyful, we’re really feeling manic. There is a frenetic nature to our joy, a whiff of panic; we’re afraid the moment might end abruptly. But then there are other moments when our joy is more solidly grounded. I am not speaking of a transcendental moment, of bliss, but something less.","Eric    Weiner, The Geography of Bliss: One Grump's Search for the Happiest Places in the World","happiness, travel"
"In real life, the big things and the little things are inextricably mixed up together, so in Libya at one moment, one worried because one's native boots were full of holes, and at the next, perhaps, one wondered how long one would be alive to wear them.",Rosita Forbes,"exploration, travel"
"Forbes did, in fact, break new ground for women...She was an irrepressible and independent traveler who took risky and difficult trips, braved the hostility of the colonial officials and bureaucrats of the British empire, and invaded the male sphere of exploration, using charm, chutzpah--and her extensive network of establishment connections--to get where she wanted to go. (From the Sahara to Samarkand: Selected Travel Writings of Rosita Forbes, 1919-1937)",Margaret Bald,"exploration, travel"
"The red sands of Marrakesh, sprawling at the foot of the Atlas like a wounded Leviathan....",Rosita Forbes,"exploration, travel"
"We rode through a three-thousand-year-old country, saw the ruined capital of the Queen of Sheba and the underground red-rock city of Lalibela, fraternized with a tribe of leaden-skinned troglogytes living among the mountains, scrapped with brigands, outwitted crocodiles, and eventually emerged battered and in rags with a book of adventures and 1,000 feet of film.",Rosita Forbes,"exploration, travel"
"The curly red lines across the African deserts had the fascination of a magnet, and I hoped fervently that the pioneers who were writing their names over the blank spaces, would leave just one small desert for me.",Rosita Forbes,"exploration, travel"
"Your past experiences will flavour your future ones, that is human nature.",Deborah Cater,"experiences, travel, travel-writing"
Admire Beauty,Josephwedler,"california-tour, travel"
"If you travel everywhere and find the same elements everywhere, somehow it reduces the value of the place (Curiosity, Tokyo, Japan)","Editorial Board of Approaching Hotel Designers, The Wisdom in Design. Approaching Hotel Designers","hotel-design, travel"
"Whereas the tourist generally hurries back home at the end of a few weeks or months, the traveler belonging no more to one place than to the next, moves slowly over periods of years, from one part of the earth to another. Indeed, he would have found it difficult to tell, among the many places he had lived, precisely where it was he had felt most at home.","Paul Bowles, The Sheltering Sky",travel
...books were better than travel.,"Pseudonymous Bosch, The Name of This Book Is Secret","books, travel"
I've met the most interesting people while flying or on a boat. These methods of travel seem to attract the kind of people I want to be with.,Hedy Lamarr,"friendship, travel"
We wandered in a frenzy and a dream (301).,"Jack Kerouac, On the Road","travel, travel-writing, wandering"
I can speak to my soul only when the two of us are off exploring deserts or cities or mountains or roads.,"Paulo Coelho, Aleph","exploring, soul, travel"
A little crazy is good,"Chris Hilton, Caliente","crazy, cuba, little, love, travel"
"Such people, while useful, even agreeable, to others, are, if truth be told, frequently unhappy–lonely in fact. Yes, they seek out others, and it may even seem to them that in a certain country or city they have managed to find true kinship and fellowship, having come to know and learn about a people; but they wake up one day and suddenly feel that nothing actually binds them to these people, that they can leave here at once. They realize that another country, some other people, have now beguiled them, and that yesterday’s most riveting event now pales and loses all meaning and significance. For all intents and purposes, they do not grow attached to anything, do not put down deep roots. Their empathy is sincere, but superficial. If asked which of the countries they have visited they like best, they are embarrassed–they do not know how to answer. Which one? In a certain sense–all of them. There is something compelling about each. To which country would they like to return once more? Again, embarrassment–they had never asked themselves such a question. The one certainty is that they would like to be back on the road, going somewhere. To be on their way again–that is the dream.","Ryszard Kapuściński, Travels with Herodotus","lonely, travel"
No one ever seems to wonder what happens if it turns out we hate living on a planet? What if the sky’s too big? What if the air stinks? What if we go hungry?’‘And what if the air tastes of honey? What if there’s so much food we all get too fat? What if the sky is so beautiful we don’t get any work done because we’re all looking at it too much?,"Patrick Ness, The New World","chaos-walking, hope, hopeful, planet, space, space-travel, the-knife-of-never-letting-go, travel"
India – a land where the last thing one needs to bother with is looking good. In India – at least in the circles I moved in – it's natural to look beautiful by the smile in your heart and the way you move through the world.,Erin Reese,"india, travel, yoga"
"Thus, the question of how and when to start vagabonding is not really a question at all. Vagabonding starts now. Even if the practical reality of travel is still months or years away, vagabonding begins the moment you stop making excuses, start saving money, and begin to look at maps with the narcotic tingle of possibility. From here, the reality of vagabonding comes into sharper focus as you adjust your worldview and begin to embrace the exhilarating uncertainty that true travel promises.","Rolf Potts, Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel","travel, vagabonding"
There are three trips you take to India: the one you think you’re going to have – that you plan for, the one you actually have, and the one you live through once you go back home.
"Whenever he was en route from one place to another, he was able to look at his life with a little more objectivity than usual. it was often on trpis that he thought most clearly, and made the decisions that he could not reach when he was stationary.","Paul Bowles, The Sheltering Sky",travel
"The urge to travel feels magnetic. Two of my favorite words are linked: departure time. And travel whets the emotions, turns upside down the memory bank, and the golden coins scatter.",Frances Mayes,"travel, travel-writing"
India will reveal to you the places in your heart that must be purified.,Erin Reese,"india, spirituality, travel"
"Even people whose lives have been made various by learning sometimes find it hard to keep a fast hold on their habitual views of life, on their faith in the Invisible - nay, on the sense that their past joys and sorrows are a real experience, when they are suddenly transported to a new land, where the beings around them know nothing of their history, and share none of their ideas - where their mother earth shows another lap, and human life has other forms than those on which their souls have been nourished. Minds that have been unhinged from their old faith and love have perhaps sought this Lethean influence of exile in which the past becomes dreamy because its symbols have all vanished, and the present too is dreamy because it is linked with no memories.","George Eliot, Silas Marner","exile, living-abroad, travel"
"[O]n general principles it is best that I should not leave the country. Scotland Yard feels lonely without me, and it causes an unhealthy excitement among the criminal classes.","Arthur Conan Doyle, The Disappearance of Lady Frances Carfax","crime-prevention, presence, sherlock-holmes, travel"
All that old road of the past unreeling dizzily as if the cup of life had been overturned and everything gone mad. My eyes ached in nightmare day (235).,Jack Kerouac,"life-changing, on-the-road, travel, travel-writing"
"Travel empties out everything you’ve into the box called your life, all the things you accumulate to tell you who you are",Claire Fontaine,"travel, wisdom"
"It’s daunting to find the language so foreign, so distant, but also so thrilling. One is absolved of responsibility when the language is incomprehensible.",Frances Mayes,"travel, travel-writing"
"It had been agreed between them that lighted candles at wayside inns, in strange countries amid mountain scenery, gave the evening meal a peculiar poetry.",Henry James,"food, travel"
The only other white people we saw during the three days we stayed there were a German couple intent on taking pictures of their stuffed sheep in a variety of locations around the world.,"Tynan, Life Nomadic: How to Travel the World for Less Than You Pay in Rent","japan, photography, travel"
"You must regard this deviation from your plan as part of the adventure that you sought when you decided to embark on it in the first place...Absence of certainty is its essence. People...who choose to shun the mundane must not only expect, but also enjoy and profit from surprises.","Adam Yamey, Aliwal","historical-fiction, migration, south-africa, travel"
"There is so much about my fate that I cannot control, but other things do fall under the jurisdiction. I can decide how I spend my time, whom I interact with, whom I share my body and life and money and energy with. I can select what I can read and eat and study. I can choose how I'm going to regard unfortunate circumstances in my life-whether I will see them as curses or opportunities. I can choose my words and the tone of voice in which I speak to others. And most of all, I can choose my thoughts.",Elizabeth Gilbert,"attitude, fate, thoughts"
"When her body first hit the net, all I registered was a gray blur. I pulled her across it and her hand was small, but warm, and then she stood before me, short and thin and plain and in all ways unremarkable- except that she had jumped first. The stiff had jumped first.Even I didn't jump first.Her eyes were so stern, so insistent.Beautiful.","Veronica Roth, Allegiant","four, thoughts, tobias"
A sick thought can devour the body's flesh more than fever or consumption.,"Guy de Maupassant, Le Horla et autres contes fantastiques","insanity, mental-illness, sickness, thoughts"
"When it comes to books and friends, it is best to have only a few but all good ones.","Guillaume Musso, Will You Be There?",thoughts
"Sometimes we have thoughts that even we don’t understand. Thoughts that aren’t even true—that aren’t really how we feel—but they’re running through our heads anyway because they’re interesting to think about.If you could hear other people’s thoughts, you’d overhear things that are true as well as things that are completely random. And you wouldn’t know one from the other. It’d drive you insane. What’s true? What’s not? A million ideas, but what do they mean?","Jay Asher, Thirteen Reasons Why","meaning, thinking, thoughts"
"Nothing ever happens like you imagine it will… but then again, if you don’t imagine, nothing ever happens at all. Imagining isn’t perfect. You can’t get all the way inside someone else… But imagining being someone else, or the world being something else, is the only way in. It is the machine that kills the fascists","John Green, Paper Towns","letting-go, margo, quentin, thoughts"
"We experience ourselves our thoughts and feelings as something separate from the rest. A kind of optical delusion of consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us.",Albert Einstein,"feelings, identity, thoughts"
"For being different, it’s easy. But to be unique, it’s a complicated thing.",Lady Gaga,"lady-gaga, showbizz, thoughts"
"It was not often that she was alone like this and she did not like it. When she was alone she had to think and, these days, thoughts were not so pleasant.","Margaret Mitchell, Gone with the Wind","loneliness, thoughts"
He who cannot put his thoughts on ice should not enter into the heat of dispute.,"Friedrich Nietzsche, Human, All Too Human","arguement, debate, disagreement, dispute, heat, ice, thoughts"
"If brains could have orgasms, I'm pretty sure this was what it would feel like.","Cora Carmack, Losing It","bliss, thoughts"
"There are worse things than having behaved foolishly in public.There are worse things than these miniature betrayals,committed or endured or suspected; there are worse thingsthan not being able to sleep for thinking about them.It is 5 a.m. All the worse things come stalking inand stand icily about the bed looking worse and worse and worse.",Fleur Adcock,"haunted, insomnia, regrets, thoughts"
"Sometimes I feel as though there are two me's, one coasting directly on top of the other: the superficial me, who nods when she's supposed to nod and says what she's supposed to say, and some other, deeper part, the part that worries and dreams... Most of the time they move along in sync and I hardly notice the split, but sometimes it feels as though I'm two whole different people and I could rip apart at any second.","Lauren Oliver, Delirium","feelings, life, me, thoughts"
"One of the new things people began to find out in the last century was that thoughts—just mere thoughts—are as powerful as electric batteries—as good for one as sunlight is, or as bad for one as poison. To let a sad thought or a bad one get into your mind is as dangerous as letting a scarlet fever germ get into your body. If you let it stay there after it has got in you may never get over it as long as you live... surprising things can happen to any one who, when a disagreeable or discouraged thought comes into his mind, just has the sense to remember in time and push it out by putting in an agreeable determinedly courageous one. Two things cannot be in one place.""Where you tend a rose, my lad, A thistle cannot grow.","Frances Hodgson Burnett, The Secret Garden","thoughts, thoughts-on-life"
The ancestor of every action is a thought.,Ralph Waldo Emerson,"actions-inspirational-action, ancestor, thoughts"
"I feel as though, if I were to extend my hand just a little toward the pool where the ideas ferment, I could grab at the idea and pull it out of the pool and onto the floor where ideas must stand before the jury of the brain. There, it must present itself, still from the pool, and a bit shivery because new ideas are not given a towel to dry off with, towels being reserved for proven theories; new ideas are simply pulled and stood up, and asked to explain themselves - not a very pleasant thing really, which is why so many people go into the room where the pool is. The exercise is exhausting not to mention a bit difficult to watch, if you are at all a sympathetic creature. What was my idea, anyways?","Emilie Autumn, The Asylum for Wayward Victorian Girls","idea, ideas, thoughts"
"Men use thought only as authority for their injustice, and employ speech only to conceal their thoughts.",Voltaire,"injustice, speaking, thinking, thoughts"
"Rather than being your thoughts and emotions, be the awareness behind them.","Eckhart Tolle, A New Earth: Awakening to Your Life's Purpose","awareness, emotions, thoughts"
"Both Christian and Adrian had worried there would be some piece of Strigoi left in him, but their fears had been about violence and bloodshed. No one would have guessed this: that living as a Strigoi had hardened his heart, killing any chance of him loving anyone.Killing any chance of him loving me.And I was pretty sure that if that was the case, then part of me would die too.","Richelle Mead, Spirit Bound","rose-hathaway, thoughts"
"Can't you give me brains?"" asked the Scarecrow.""You don't need them. You are learning something every day. A baby has brains, but it doesn't know much. Experience is the only thing that brings knowledge, and the longer you are on earth the more experience you are sure to get.","L. Frank Baum, The Wonderful Wizard of Oz","154, brains, life-lesson, thoughts"
Thoughts are divine.,"Virginia Woolf, Orlando",thoughts
"A man can stand a lot as long as he can stand himself. He can live without hope, without friends, without books, even without music, as long as he can listen to his own thoughts.",Axel Munthe,"self, solitude, thoughts"
Where the mind goes the man follows.,Joyce Meyer,thoughts
"For a moment he wondered, again, if he should just give it all up. Perhaps he should go back to Italy, back to his hiding place. What made him think that he could rejoin the world of daylight?But he was tired of living in shadows. He was tired of the darkness, and of the things that lived in it. Most of all, he was tired of being alone.","L.J. Smith, The Awakening",thoughts
I don't possess these thoughts I have --- they possess me. I don't possess these feelings I have --- They obsess me.,Ashly Lorenzana,"feelings, madness, obsession, possession, thoughts"
"Perhaps you can feel if you can’t hear,” was her fancy. “Perhaps kind thoughts reach people somehow, even through windows and doors and walls. Perhaps you feel a little warm and comforted, and don’t know why, when I am standing here in the cold and hoping you will get well and happy again.","Frances Hodgson Burnett, A Little Princess","a-little-princess, frances-hodgson-burnett, thoughts"
"He was no longer quite sure whether anything he had ever thought or felt was truly his own property, or whether his thoughts were merely a common part of the world’s store of ideas which had always existed ready-made and which people only borrowed, like books from a library.","Milan Kundera, Life is Elsewhere","ideas, independent-thought, influence, originality, thoughts"
"Thoughts are like an open ocean, they can either move you forward within its waves, or sink you under deep into its abyss.",Anthony Liccione,"negative, positive, staying-centered, thoughts"
"From so much self-revising, I’ve destroyed myself. From so much self-thinking, I’m now my thoughts and not I","Fernando Pessoa, The Book of Disquiet","self, thoughts"
"But then, he thought, most politicians are small and shabby, the sort of people who have been bullied at school.That's why they become politicians.","Anthony Horowitz, Skeleton Key","alex-rider, politicians, thoughts"
"They say you’re meant to live everyday as if it were your last, which I’ve always thought was daft, since no one would ever pay the gas bill if that was the case, but what if it were your first?","Amy Jenkins, Funny Valentine","life, thoughts"
Do not share your thoughts with people who think that what you are thinking is not worth thinking.,Michael Bassey Johnson,"belittle, criticism, devalue, envy, fault-finders, humor, jealousy, low, michael-bassey-johnson, others, self-esteem, share, sharing, think, thinking, thoughts, worth, you"
"What Uncle Leo XIII never suspected was that his nephew's courage did not come from the need to survive or from a brute indifference inherited from his father, but from a driving need for love, which no obstacle in this world or the next would ever break.","Gabriel García Márquez, Love in the Time of Cholera","love, thoughts"
Don't worry. Worry is useless. I worried anyway,"John Green, The Fault in Our Stars","hazel, hazel-grace, thoughts, worry"
